date,Open,High,Low,Close,Volume
2021-02-12,3305.6563,3336.4243,3288.6804,3277.71,2335339.0
2021-02-11,3232.531,3232.531,3189.3848,3262.13,2301417.0
2021-02-10,3259.3869,3263.2765,3200.3756,3286.58,3125174.0
2021-02-09,3297.5269,3322.9217,3282.9431,3305.0,2179355.0
2021-02-08,3287.7565,3294.1195,3234.4045,3322.94,3257391.0
2021-02-05,3385.6311,3444.7955,3369.0141,3352.15,3620808.0
2021-02-04,3332.0003,3349.0105,3279.7189,3331.0,3670661.0
2021-02-03,3203.7439,3212.1531,3094.8731,3312.53,7088781.0
2021-02-02,3380.0,3427.74,3361.125,3380.0,6183716.0
2021-02-01,3446.5163,3561.2103,3438.7195,3342.88,4160212.0
2021-01-29,3182.5754,3189.4627,3137.7927,3206.2,4293556.0
2021-01-28,3240.2021,3306.9484,3233.8419,3237.62,3149228.0
2021-01-27,3127.2197,3131.9272,3001.4287,3232.58,4660158.0
2021-01-26,3356.173,3398.5728,3342.4424,3326.13,2955235.0
2021-01-25,3259.8576,3294.5178,3176.2641,3294.0,3749758.0
2021-01-22,3280.1942,3297.6657,3259.2029,3292.23,2821914.0
2021-01-21,3321.0394,3377.0624,3317.5777,3306.99,4945051.0
2021-01-20,3346.8518,3449.7294,3339.4997,3263.38,5309835.0
2021-01-19,3134.5809,3172.9183,3123.4833,3120.76,3305142.0
2021-01-15,3085.5928,3104.8838,3058.0766,3104.25,4243995.0
2021-01-14,3087.9264,3098.143,3042.1757,3127.47,3070919.0
2021-01-13,3203.7883,3266.7798,3197.2751,3165.89,3321244.0
2021-01-12,3121.6602,3143.8138,3087.6421,3120.83,3418549.0
2021-01-11,3080.7729,3088.9681,3043.5747,3114.21,3669095.0
2021-01-08,3185.4023,3196.0604,3147.5381,3182.7,3537744.0
2021-01-07,3167.3284,3219.0391,3165.3219,3162.16,3514545.0
2021-01-06,3130.3009,3181.0675,3115.0596,3138.38,4394815.0
2021-01-05,3271.8806,3331.169,3270.8988,3218.51,2655548.0
2021-01-04,3105.3856,3107.2849,2985.7475,3186.63,4411449.0
2020-12-31,3238.9597,3246.7944,3205.5317,3256.93,2957206.0
2020-12-30,3231.6104,3232.6743,3174.9967,3285.85,3209310.0
2020-12-29,3334.1039,3375.1111,3305.1773,3322.0,4872933.0
2020-12-28,3376.4538,3492.7374,3353.9264,3283.96,5620728.0
2020-12-24,3151.6209,3159.6136,3127.0505,3172.69,1451917.0
2020-12-23,3165.6615,3170.7285,3145.0871,3185.27,2093787.0
2020-12-22,3210.2008,3229.4014,3187.3851,3206.52,2381781.0
2020-12-21,3212.3619,3239.4225,3178.2206,3206.18,3836846.0
2020-12-18,3159.8626,3165.1518,3089.3499,3201.65,5995713.0
2020-12-17,3222.2196,3235.6141,3193.4675,3236.08,3474347.0
2020-12-16,3307.2382,3381.1614,3294.3988,3240.96,4427616.0
2020-12-15,3149.3094,3156.7246,3099.2928,3165.12,3323686.0
2020-12-14,3171.0021,3218.895,3153.8506,3156.97,4155794.0
2020-12-11,3136.3061,3158.5979,3112.1609,3116.42,3064695.0
2020-12-10,3114.0406,3167.5813,3100.9452,3101.49,3030186.0
2020-12-09,3041.7905,3048.0702,2965.0805,3104.2,4100836.0
