date,Open,High,Low,Close,Volume
2021-02-12,54.2905,54.9846,53.9283,54.13,1126436.0
2021-02-11,53.7023,54.0774,52.8508,54.05,1094098.0
2021-02-10,53.607,53.607,52.6099,54.22,1133379.0
2021-02-09,54.7523,55.3297,54.4078,54.4,1236575.0
2021-02-08,55.371,56.7454,55.371,54.06,1159769.0
2021-02-05,52.0265,52.1243,51.3224,52.61,1281134.0
2021-02-04,54.385,56.1767,54.2578,52.82,1460480.0
2021-02-03,51.6958,52.2984,51.471,51.15,1043006.0
2021-02-02,50.61,51.3606,50.2898,50.59,1260254.0
2021-02-01,50.6044,51.1598,50.1051,50.13,1805898.0
2021-01-29,47.8237,48.5021,46.0525,49.27,3090353.0
2021-01-28,53.0854,54.2079,52.9323,52.55,1713067.0
2021-01-27,51.0108,51.2489,50.465,51.21,1740788.0
2021-01-26,51.2926,51.3886,50.2086,52.37,804393.0
2021-01-25,53.6162,54.6891,53.5344,53.04,1381316.0
2021-01-22,54.0259,54.843,53.6685,53.46,1233577.0
2021-01-21,53.5802,53.8813,52.9779,53.48,1079400.0
2021-01-20,53.0085,53.2328,52.2235,53.68,1042544.0
2021-01-19,55.1938,56.536,55.0286,54.32,1851931.0
2021-01-15,53.7944,54.8635,53.4482,53.31,1255531.0
2021-01-14,54.1538,54.947,53.5945,53.7,1353587.0
2021-01-13,53.0321,53.7511,52.7485,52.7,1135809.0
2021-01-12,53.126,54.1068,53.0034,52.56,981543.0
2021-01-11,52.4173,53.1955,52.2227,51.8,883145.0
2021-01-08,51.2962,51.2962,49.946,51.86,978656.0
2021-01-07,52.1939,53.008,52.1634,51.74,1920886.0
2021-01-06,52.5077,54.3872,52.4972,51.1,1761324.0
2021-01-05,49.4072,50.232,48.69,48.81,1762187.0
2021-01-04,47.0062,47.3375,45.5008,48.31,1310752.0
2020-12-31,50.641,51.7559,50.5472,49.61,928307.0
2020-12-30,49.1122,49.8928,49.0717,48.78,668921.0
2020-12-29,47.7486,47.9531,47.0524,48.39,926087.0
2020-12-28,48.69,49.6004,48.62,48.68,676495.0
2020-12-24,48.3653,48.6091,47.6238,48.48,415282.0
2020-12-23,49.1783,50.2458,49.1578,48.54,914476.0
2020-12-22,47.3201,47.948,47.1607,47.4,1571404.0
2020-12-21,46.8199,46.8199,45.4791,47.5,1674229.0
2020-12-18,47.6617,48.2447,46.8022,47.95,4847943.0
2020-12-17,48.2803,48.35,47.4743,48.4,1617859.0
2020-12-16,48.1701,48.3297,47.3617,48.22,1558903.0
2020-12-15,48.2801,48.5793,47.6317,48.34,1652716.0
2020-12-14,46.0204,46.289,44.0847,47.82,2074673.0
2020-12-11,48.78,49.5503,48.3898,48.77,1485054.0
2020-12-10,50.5329,51.5131,50.4123,49.82,1848631.0
2020-12-09,48.9354,49.1075,47.8074,50.05,1764639.0
2020-12-08,51.5106,52.5709,51.5106,50.77,1444757.0
2020-12-07,49.7871,49.8353,48.5244,50.71,1377558.0
2020-12-04,52.6425,53.4334,52.5715,52.28,1111363.0
2020-12-03,52.1933,53.5361,52.1933,51.36,1374983.0
2020-12-02,52.48,54.3965,52.2564,50.86,1398041.0
2020-12-01,49.2162,49.3371,48.2746,49.62,2549879.0
2020-11-30,47.9159,48.3093,46.4642,49.2344,2464787.0
2020-11-27,50.4534,50.8529,50.0831,50.8264,602679.0
2020-11-25,51.4296,51.6274,50.5393,51.4197,711922.0
2020-11-24,53.3623,54.8194,53.3519,52.013,1584123.0
2020-11-23,51.0528,52.2451,50.8369,50.0749,1540298.0
2020-11-20,48.6717,49.0309,48.2626,48.4532,1099714.0
2020-11-19,48.8029,49.3059,48.2898,48.3839,1556936.0
2020-11-18,48.2365,49.2169,47.9326,48.4433,1425007.0
2020-11-17,49.5353,50.714,48.9873,48.4433,1491607.0
2020-11-16,48.0993,48.5703,47.3578,47.7808,1374188.0
2020-11-13,47.1269,48.7351,46.8545,45.7833,765050.0
2020-11-12,43.7782,43.9147,42.8619,44.0924,2588715.0
2020-11-11,43.3936,43.4854,41.2184,45.0417,1878824.0
2020-11-10,46.3303,46.4081,45.1436,46.7128,2611015.0
2020-11-09,50.3871,55.3874,50.3758,47.1083,3426945.0
2020-11-06,39.0128,39.1118,36.9894,40.9083,1858103.0
2020-11-05,43.8346,45.2999,43.698,42.53,1813235.0
2020-11-04,42.1433,43.9389,41.1269,41.2544,2680793.0
2020-11-03,42.409,43.6894,42.2424,41.3335,1584554.0
2020-11-02,38.9141,38.9432,37.9818,39.2668,1204874.0
2020-10-30,39.3034,40.1159,39.1308,38.7823,1130374.0
2020-10-29,39.8655,41.4408,39.3824,38.6834,1674352.0
2020-10-28,37.8726,38.7451,37.4761,37.8231,2462553.0
2020-10-27,37.6572,38.1573,36.3977,38.9109,3035103.0
2020-10-26,40.6976,40.7736,39.4151,41.5214,1299732.0
2020-10-23,43.0442,43.5141,42.6683,43.0343,1420589.0
2020-10-22,44.4808,46.7922,44.3505,42.4608,1291182.0
2020-10-21,40.4738,40.6505,40.199,40.6265,707427.0
2020-10-20,40.4752,40.9921,40.1045,40.755,852738.0
2020-10-19,39.9931,40.6032,39.5089,40.4139,786957.0
2020-10-16,40.2517,40.4158,39.4409,40.7402,857031.0
2020-10-15,41.9337,42.7985,41.7072,41.0962,986005.0
2020-10-14,40.8095,41.4878,40.8095,40.7798,1148339.0
2020-10-13,39.7583,40.012,38.6075,40.7897,887274.0
2020-10-12,42.4414,42.7596,42.0635,42.3224,1048556.0
2020-10-09,40.8047,41.01,39.5864,41.996,1269268.0
2020-10-08,42.9849,43.3016,42.5098,42.9651,897588.0
2020-10-07,43.5387,44.5918,43.5387,42.6091,1050097.0
2020-10-06,40.7564,41.6246,40.1198,41.2643,1476392.0
2020-10-05,41.7717,42.657,41.7516,41.4126,826306.0
2020-10-02,41.9511,43.6621,41.9511,40.5919,810744.0
2020-10-01,39.8997,40.3346,39.3858,39.9096,1356384.0
2020-09-30,39.8305,40.434,39.41,39.8206,1541460.0
2020-09-29,39.9219,40.316,39.3494,39.6129,1520282.0
2020-09-28,40.1836,40.996,39.9805,39.6525,1626870.0
2020-09-25,39.1101,40.3332,38.8529,38.1989,1209007.0
2020-09-24,38.0923,38.8453,37.1787,37.8034,1159778.0
2020-09-23,36.1625,36.8756,34.9401,37.3683,1190562.0
2020-09-22,38.1216,38.658,37.3805,38.3868,1101630.0
2020-09-21,38.6044,39.1295,37.9306,38.5648,1596072.0
2020-09-18,38.7658,38.9456,37.8236,39.7118,1776973.0
2020-09-17,40.9781,41.3167,40.48,40.8292,1335616.0
2020-09-16,42.6525,44.6183,42.4825,41.1456,1856673.0
2020-09-15,38.1667,38.3328,36.856,39.5042,1091820.0
2020-09-14,40.7406,41.1043,40.308,40.8589,973705.0
2020-09-11,40.9005,41.7129,40.5896,40.6117,1204681.0
2020-09-10,39.153,39.9178,37.9126,40.315,1300479.0
2020-09-09,40.5877,40.6495,39.646,41.383,1078723.0
